,no_of_adults,no_of_children,no_of_weekend_nights,no_of_week_nights,type_of_meal_plan,required_car_parking_space,room_type_reserved,lead_time,arrival_month,arrival_date,market_segment_type,repeated_guest,no_of_previous_cancellations,no_of_previous_bookings_not_canceled,avg_price_per_room,no_of_special_requests,booking_status
31128,3,0,2,0,Meal Plan 1,0,Room_Type 4,5,4,24,Online,0,0,0,152.0,1,Not_Canceled
31129,2,1,0,1,Meal Plan 1,0,Room_Type 4,18,6,23,Online,0,0,0,128.0,1,Not_Canceled
31130,2,0,3,8,Meal Plan 1,0,Room_Type 4,55,8,29,Online,0,0,0,126.0,0,Not_Canceled
31131,1,0,0,2,Meal Plan 1,0,Room_Type 4,3,11,10,Aviation,0,0,0,95.0,0,Not_Canceled
31132,2,0,2,5,Meal Plan 1,0,Room_Type 4,4,12,26,Online,0,0,0,92.43,1,Not_Canceled
31133,2,0,2,1,Meal Plan 2,0,Room_Type 1,5,8,15,Offline,0,0,0,47.25,0,Not_Canceled
31134,2,0,2,2,Meal Plan 1,0,Room_Type 4,26,11,12,Offline,0,0,0,78.2,0,Canceled
31135,1,0,0,3,Meal Plan 1,0,Room_Type 4,11,6,14,Corporate,0,0,0,90.0,0,Not_Canceled
31136,2,0,2,0,Meal Plan 1,0,Room_Type 1,5,9,20,Corporate,1,1,0,100.0,0,Not_Canceled
31137,1,0,0,2,Meal Plan 1,0,Room_Type 1,29,12,2,Corporate,0,0,0,66.18,1,Not_Canceled
31138,2,0,2,4,Meal Plan 1,0,Room_Type 1,139,11,16,Offline,0,0,0,68.0,0,Canceled
31139,2,0,0,2,Not Selected,0,Room_Type 1,23,9,28,Online,0,0,0,129.0,3,Not_Canceled
31140,2,0,1,3,Meal Plan 1,0,Room_Type 1,58,4,11,Online,0,0,0,99.45,0,Not_Canceled
31141,2,0,2,6,Meal Plan 1,0,Room_Type 4,55,3,5,Online,0,0,0,84.2,1,Not_Canceled
31142,1,0,0,3,Meal Plan 1,0,Room_Type 1,16,11,16,Offline,0,0,0,75.0,0,Not_Canceled
31143,2,0,0,4,Meal Plan 1,0,Room_Type 1,110,12,9,Offline,0,0,0,70.0,0,Not_Canceled
31144,1,0,2,4,Meal Plan 1,0,Room_Type 1,89,9,4,Offline,0,0,0,85.0,0,Not_Canceled
31145,1,0,2,2,Meal Plan 1,0,Room_Type 1,12,1,29,Online,0,0,0,77.0,0,Not_Canceled
31146,2,0,0,3,Meal Plan 1,0,Room_Type 1,30,10,27,Offline,0,0,0,85.0,0,Not_Canceled
31147,2,0,1,3,Not Selected,0,Room_Type 1,40,12,1,Online,0,0,0,74.8,0,Canceled
31148,1,0,0,2,Meal Plan 1,0,Room_Type 1,164,10,2,Offline,0,0,0,100.0,0,Canceled
31149,2,0,0,2,Meal Plan 1,0,Room_Type 1,52,2,18,Online,0,0,0,84.8,1,Not_Canceled
31150,1,0,0,2,Meal Plan 1,0,Room_Type 1,2,12,17,Corporate,1,0,5,65.0,0,Not_Canceled
31151,1,0,0,1,Not Selected,0,Room_Type 1,1,12,20,Online,0,0,0,79.5,2,Not_Canceled
31152,2,1,1,0,Meal Plan 1,0,Room_Type 1,6,9,13,Online,0,0,0,105.0,2,Not_Canceled
31153,1,0,0,1,Meal Plan 1,0,Room_Type 1,14,2,16,Online,0,0,0,85.0,1,Not_Canceled
31154,1,0,2,1,Meal Plan 1,0,Room_Type 1,34,10,25,Corporate,0,0,0,65.0,0,Not_Canceled
31155,2,0,0,2,Meal Plan 1,0,Room_Type 1,25,1,29,Online,0,0,0,78.3,0,Canceled
31156,2,0,0,1,Meal Plan 2,0,Room_Type 1,219,9,4,Offline,0,0,0,108.0,0,Canceled
31157,2,0,0,2,Meal Plan 1,0,Room_Type 1,5,5,24,Corporate,0,0,0,110.0,0,Not_Canceled
31158,2,0,2,1,Not Selected,0,Room_Type 1,21,10,2,Online,0,0,0,129.0,1,Not_Canceled
31159,2,0,1,2,Meal Plan 2,0,Room_Type 1,161,3,25,Offline,0,0,0,130.0,0,Canceled
31160,2,0,2,5,Meal Plan 1,0,Room_Type 1,35,9,14,Online,0,0,0,67.49,0,Not_Canceled
31161,2,0,2,2,Meal Plan 1,0,Room_Type 1,29,10,11,Online,0,0,0,96.3,0,Not_Canceled
31162,1,0,2,4,Meal Plan 1,0,Room_Type 1,69,6,12,Offline,0,0,0,120.0,0,Canceled
31163,2,0,0,1,Meal Plan 2,0,Room_Type 1,13,4,14,Offline,0,0,0,131.6,0,Not_Canceled
31164,2,0,2,3,Meal Plan 2,0,Room_Type 1,12,2,14,Online,0,0,0,129.0,1,Not_Canceled
31165,1,0,0,1,Meal Plan 1,0,Room_Type 4,21,11,4,Offline,0,0,0,92.0,0,Not_Canceled
31166,2,0,0,2,Meal Plan 1,0,Room_Type 1,22,6,17,Online,0,0,0,141.0,1,Not_Canceled
31167,2,0,0,3,Meal Plan 1,0,Room_Type 1,279,10,12,Offline,0,0,0,110.0,0,Canceled
31168,2,0,0,1,Meal Plan 1,0,Room_Type 1,164,7,29,Online,0,0,0,105.3,0,Canceled
31169,2,0,1,0,Not Selected,0,Room_Type 1,5,5,16,Online,0,0,0,68.53,1,Not_Canceled
31170,2,0,1,5,Meal Plan 1,0,Room_Type 3,11,11,1,Corporate,0,0,0,110.0,1,Not_Canceled
31171,1,0,1,0,Not Selected,0,Room_Type 1,4,5,23,Offline,0,0,0,144.0,1,Not_Canceled
31172,2,0,0,1,Meal Plan 1,0,Room_Type 4,13,7,20,Online,0,0,0,116.0,2,Not_Canceled
31173,1,0,0,3,Meal Plan 1,0,Room_Type 1,166,11,1,Offline,0,0,0,110.0,0,Canceled
31174,2,2,1,4,Meal Plan 1,0,Room_Type 6,128,8,24,Online,0,0,0,137.91,0,Canceled
31175,2,0,4,7,Not Selected,0,Room_Type 1,0,12,9,Online,0,0,0,71.25,0,Not_Canceled
31176,2,0,2,5,Meal Plan 2,0,Room_Type 1,49,5,19,Offline,0,0,0,106.25,0,Not_Canceled
31177,2,0,0,3,Meal Plan 1,0,Room_Type 1,144,12,29,Online,0,0,0,72.25,2,Not_Canceled
31178,2,0,0,2,Not Selected,0,Room_Type 1,32,12,2,Online,0,0,0,88.0,2,Not_Canceled
31179,1,0,0,2,Meal Plan 1,0,Room_Type 1,49,10,5,Online,0,0,0,113.4,2,Not_Canceled
31180,2,0,0,4,Meal Plan 1,0,Room_Type 1,61,7,7,Online,0,0,0,76.5,1,Canceled
31181,2,0,0,1,Not Selected,0,Room_Type 1,73,12,3,Online,0,0,0,60.98,1,Not_Canceled
31182,1,0,0,3,Meal Plan 2,0,Room_Type 1,71,5,10,Offline,0,0,0,98.0,0,Not_Canceled
31183,2,0,1,2,Not Selected,0,Room_Type 1,128,9,2,Online,0,0,0,118.8,1,Not_Canceled
31184,1,0,0,1,Meal Plan 2,0,Room_Type 1,9,4,6,Online,0,0,0,0.0,0,Not_Canceled
31185,2,0,0,4,Meal Plan 1,0,Room_Type 1,16,3,29,Online,0,0,0,141.0,1,Not_Canceled
31186,2,0,0,4,Meal Plan 1,0,Room_Type 1,74,4,13,Online,0,0,0,99.45,1,Not_Canceled
31187,2,0,0,5,Meal Plan 1,0,Room_Type 1,38,10,20,Online,0,0,0,96.3,0,Not_Canceled
31188,2,0,2,3,Meal Plan 1,0,Room_Type 1,268,4,8,Offline,0,0,0,78.0,0,Not_Canceled
31189,2,1,0,3,Meal Plan 1,0,Room_Type 1,15,10,6,Online,0,0,0,138.5,0,Not_Canceled
31190,2,2,0,1,Meal Plan 1,0,Room_Type 6,209,7,22,Online,0,0,0,168.3,0,Canceled
31191,2,0,1,3,Meal Plan 1,0,Room_Type 1,192,9,5,Online,0,0,0,107.1,2,Canceled
31192,2,0,2,5,Meal Plan 2,0,Room_Type 4,87,9,6,Online,0,0,0,183.6,1,Not_Canceled
31193,2,0,0,2,Meal Plan 1,0,Room_Type 1,59,11,17,Offline,0,0,0,75.0,0,Not_Canceled
31194,2,0,2,1,Not Selected,0,Room_Type 1,7,10,29,Online,0,0,0,126.67,1,Canceled
31195,2,0,0,3,Meal Plan 1,0,Room_Type 1,314,10,12,Offline,0,0,0,75.0,0,Canceled
31196,2,0,1,2,Meal Plan 1,0,Room_Type 1,10,10,14,Offline,0,0,0,129.0,0,Not_Canceled
31197,1,0,0,1,Meal Plan 1,0,Room_Type 1,8,3,2,Online,0,0,0,86.0,0,Not_Canceled
31198,1,0,0,2,Meal Plan 1,0,Room_Type 1,12,1,26,Corporate,0,0,0,80.0,0,Not_Canceled
31199,2,0,1,2,Not Selected,0,Room_Type 1,11,2,12,Online,0,0,0,81.0,1,Not_Canceled
31200,2,0,2,1,Meal Plan 1,0,Room_Type 1,62,7,17,Online,0,0,0,105.3,1,Not_Canceled
31201,2,0,1,1,Meal Plan 1,0,Room_Type 4,0,6,20,Online,0,0,0,149.0,1,Not_Canceled
31202,2,0,0,2,Meal Plan 2,0,Room_Type 1,346,9,13,Offline,0,0,0,115.0,1,Canceled
31203,2,0,0,4,Meal Plan 1,0,Room_Type 1,323,5,17,Offline,0,0,0,70.0,0,Canceled
31204,2,0,0,3,Not Selected,0,Room_Type 1,15,9,30,Online,0,0,0,78.03,0,Not_Canceled
31205,2,0,2,5,Meal Plan 1,0,Room_Type 1,253,9,12,Online,0,0,0,89.25,3,Not_Canceled
31206,2,0,2,3,Meal Plan 1,0,Room_Type 1,50,1,24,Online,0,0,0,75.95,1,Not_Canceled
31207,1,0,0,1,Meal Plan 1,0,Room_Type 1,1,10,1,Offline,0,0,0,96.0,0,Not_Canceled
31208,2,0,0,2,Meal Plan 1,0,Room_Type 1,245,6,17,Offline,0,0,0,75.0,0,Canceled
31209,1,0,0,1,Meal Plan 1,0,Room_Type 1,8,4,8,Online,0,0,0,95.0,1,Not_Canceled
31210,2,0,1,2,Meal Plan 1,0,Room_Type 4,152,6,10,Online,0,0,0,132.9,0,Canceled
31211,2,0,0,3,Meal Plan 1,0,Room_Type 1,102,5,3,Online,0,0,0,108.3,1,Not_Canceled
31212,3,0,2,1,Meal Plan 1,0,Room_Type 4,192,8,7,Online,0,0,0,137.7,1,Canceled
31213,2,1,0,1,Meal Plan 1,0,Room_Type 1,30,4,15,Online,0,0,0,130.5,2,Not_Canceled
31214,2,0,0,1,Meal Plan 1,0,Room_Type 1,14,4,29,Offline,0,0,0,65.0,0,Not_Canceled
31215,2,0,0,2,Meal Plan 1,0,Room_Type 1,164,7,1,Online,0,0,0,96.3,1,Not_Canceled
31216,2,0,0,2,Meal Plan 1,0,Room_Type 1,30,6,2,Offline,0,0,0,140.0,0,Not_Canceled
31217,2,0,2,0,Meal Plan 1,0,Room_Type 1,20,9,25,Offline,0,0,0,85.5,1,Not_Canceled
31218,2,0,2,1,Meal Plan 1,0,Room_Type 1,64,2,7,Offline,0,0,0,65.0,0,Not_Canceled
31219,1,0,2,1,Meal Plan 1,0,Room_Type 1,116,2,28,Offline,0,0,0,76.0,0,Not_Canceled
31220,1,0,1,3,Meal Plan 1,0,Room_Type 1,19,11,14,Online,0,0,0,58.45,1,Not_Canceled
31221,2,0,1,2,Not Selected,0,Room_Type 1,36,5,13,Online,0,0,0,116.1,2,Not_Canceled
31222,2,0,0,1,Meal Plan 2,0,Room_Type 1,72,9,18,Offline,0,0,0,108.0,0,Not_Canceled
31223,3,0,1,1,Meal Plan 1,0,Room_Type 4,155,7,16,Online,0,0,0,137.7,1,Canceled
31224,2,0,0,4,Meal Plan 1,0,Room_Type 1,27,11,16,Online,0,0,0,88.4,2,Not_Canceled
31225,2,0,0,3,Meal Plan 1,0,Room_Type 1,72,3,16,Online,0,0,0,81.3,1,Not_Canceled
31226,1,0,1,4,Meal Plan 1,0,Room_Type 1,0,9,7,Online,0,0,0,90.71,1,Not_Canceled
31227,2,0,2,3,Meal Plan 1,0,Room_Type 1,276,5,13,Offline,0,0,0,61.0,0,Canceled
31228,2,0,0,1,Not Selected,0,Room_Type 1,8,9,1,Online,0,0,0,119.0,0,Not_Canceled
31229,2,0,0,1,Not Selected,0,Room_Type 1,19,9,17,Online,0,0,0,96.0,0,Not_Canceled
31230,2,0,0,3,Meal Plan 1,0,Room_Type 1,37,10,13,Offline,0,0,0,105.0,0,Not_Canceled
31231,1,0,2,0,Meal Plan 1,0,Room_Type 1,3,3,20,Corporate,1,0,17,65.0,1,Not_Canceled
31232,3,0,1,1,Meal Plan 1,0,Room_Type 4,1,6,4,Online,0,0,0,167.0,3,Not_Canceled
31233,2,0,1,2,Meal Plan 2,0,Room_Type 1,105,10,12,Offline,0,0,0,110.0,0,Canceled
31234,2,0,0,1,Meal Plan 1,1,Room_Type 1,4,11,5,Online,0,0,0,120.0,2,Not_Canceled
31235,1,1,0,4,Meal Plan 1,0,Room_Type 1,59,12,7,Online,0,0,0,68.07,1,Not_Canceled
31236,2,0,2,3,Meal Plan 1,0,Room_Type 4,141,5,29,Online,0,0,0,108.29,2,Not_Canceled
31237,2,0,1,3,Meal Plan 1,0,Room_Type 1,85,10,6,Offline,0,0,0,85.0,2,Not_Canceled
31238,2,0,1,1,Meal Plan 1,0,Room_Type 1,159,4,9,Offline,0,0,0,70.0,1,Not_Canceled
31239,2,0,2,4,Meal Plan 1,0,Room_Type 4,36,3,23,Online,0,0,0,125.1,2,Canceled
31240,1,0,0,2,Meal Plan 1,0,Room_Type 1,1,9,30,Offline,1,1,0,98.1,0,Not_Canceled
31241,2,0,1,4,Meal Plan 1,0,Room_Type 4,12,9,14,Online,0,0,0,147.2,1,Not_Canceled
31242,2,1,0,2,Meal Plan 1,0,Room_Type 1,58,6,8,Online,0,0,0,138.6,2,Not_Canceled
31243,2,0,0,2,Meal Plan 1,0,Room_Type 1,46,11,4,Offline,0,0,0,75.0,0,Not_Canceled
31244,2,1,1,2,Meal Plan 1,0,Room_Type 1,150,10,3,Online,0,0,0,135.0,2,Not_Canceled
31245,2,0,1,1,Not Selected,0,Room_Type 1,1,10,10,Online,0,0,0,0.0,1,Not_Canceled
31246,2,0,1,3,Meal Plan 1,0,Room_Type 1,4,8,17,Online,0,0,0,122.0,3,Not_Canceled
31247,2,0,2,3,Meal Plan 1,0,Room_Type 1,46,11,4,Online,0,0,0,128.38,1,Not_Canceled
31248,2,0,1,3,Meal Plan 1,0,Room_Type 4,290,12,1,Online,0,0,0,86.7,0,Canceled
31249,1,0,0,1,Meal Plan 1,0,Room_Type 1,78,11,23,Online,0,0,0,86.4,2,Not_Canceled
31250,2,0,1,2,Meal Plan 1,0,Room_Type 4,88,7,15,Offline,0,0,0,82.45,0,Canceled
31251,2,1,0,5,Meal Plan 1,0,Room_Type 5,63,7,26,Offline,0,0,0,131.75,2,Not_Canceled
31252,2,0,0,4,Meal Plan 1,0,Room_Type 1,15,6,1,Online,0,0,0,120.18,1,Not_Canceled
31253,2,0,0,1,Not Selected,0,Room_Type 1,82,6,23,Online,0,0,0,85.5,0,Canceled
31254,2,0,2,3,Meal Plan 1,0,Room_Type 1,10,12,3,Online,0,0,0,89.59,0,Not_Canceled
31255,2,0,2,4,Meal Plan 1,0,Room_Type 4,42,8,27,Online,0,0,0,147.9,2,Not_Canceled
31256,1,0,0,2,Meal Plan 1,1,Room_Type 1,1,8,30,Corporate,0,0,0,67.0,1,Not_Canceled
31257,1,0,0,2,Meal Plan 1,0,Room_Type 1,188,6,15,Offline,0,0,0,130.0,0,Canceled
31258,2,0,1,2,Meal Plan 1,0,Room_Type 1,35,10,28,Offline,0,0,0,85.0,1,Not_Canceled
31259,2,0,2,2,Meal Plan 1,0,Room_Type 1,112,3,25,Offline,0,0,0,58.0,1,Not_Canceled
31260,2,0,2,5,Meal Plan 2,0,Room_Type 1,159,7,22,Online,0,0,0,132.96,1,Canceled
31261,2,0,0,3,Meal Plan 1,0,Room_Type 1,238,9,13,Online,0,0,0,106.2,1,Canceled
31262,2,0,0,2,Meal Plan 2,0,Room_Type 1,320,8,18,Offline,0,0,0,115.0,1,Canceled
31263,2,0,2,5,Meal Plan 1,0,Room_Type 1,141,7,3,Online,0,0,0,111.68,1,Not_Canceled
31264,2,0,2,2,Meal Plan 1,0,Room_Type 4,12,10,31,Online,0,0,0,103.84,1,Not_Canceled
31265,2,1,2,0,Meal Plan 1,0,Room_Type 1,16,12,4,Online,0,0,0,118.8,1,Not_Canceled
31266,2,0,2,3,Meal Plan 1,0,Room_Type 4,47,10,15,Online,0,0,0,95.48,2,Not_Canceled
31267,2,0,0,1,Not Selected,0,Room_Type 1,32,8,20,Online,0,0,0,96.33,1,Not_Canceled
31268,2,0,1,3,Meal Plan 1,0,Room_Type 1,230,12,12,Online,0,0,0,82.95,1,Not_Canceled
31269,2,0,2,2,Meal Plan 1,0,Room_Type 1,82,8,14,Online,0,0,0,112.1,1,Not_Canceled
31270,2,0,1,2,Meal Plan 1,0,Room_Type 1,305,11,4,Offline,0,0,0,89.0,0,Canceled
31271,2,0,0,3,Meal Plan 1,0,Room_Type 1,279,10,12,Offline,0,0,0,110.0,0,Canceled
31272,2,1,0,1,Meal Plan 1,0,Room_Type 4,4,8,5,Online,0,0,0,183.5,1,Not_Canceled
31273,2,0,0,3,Meal Plan 1,0,Room_Type 1,73,11,24,Offline,0,0,0,85.67,0,Not_Canceled
31274,3,0,2,1,Meal Plan 1,0,Room_Type 4,216,8,27,Online,0,0,0,128.7,2,Canceled
31275,2,0,1,4,Meal Plan 1,0,Room_Type 4,117,4,6,Online,0,0,0,96.05,0,Not_Canceled
31276,2,0,2,1,Meal Plan 2,0,Room_Type 1,110,7,25,Offline,0,0,0,94.5,0,Not_Canceled
31277,2,2,0,1,Meal Plan 1,1,Room_Type 6,2,9,2,Online,0,0,0,249.0,1,Not_Canceled
31278,2,0,0,4,Meal Plan 1,0,Room_Type 1,29,10,13,Online,0,0,0,98.98,2,Not_Canceled
31279,2,0,1,0,Meal Plan 1,0,Room_Type 1,16,8,1,Online,0,0,0,121.0,1,Not_Canceled
31280,2,2,0,3,Meal Plan 1,0,Room_Type 6,89,7,21,Online,0,0,0,183.3,0,Canceled
31281,1,0,1,1,Meal Plan 1,0,Room_Type 1,26,11,7,Online,0,0,0,153.23,1,Not_Canceled
31282,1,0,0,2,Meal Plan 1,0,Room_Type 1,32,11,20,Offline,0,0,0,73.0,0,Not_Canceled
31283,2,0,0,2,Meal Plan 2,0,Room_Type 1,56,9,17,Offline,0,0,0,82.0,0,Not_Canceled
31284,2,0,0,1,Not Selected,0,Room_Type 1,10,10,26,Online,0,0,0,120.0,2,Not_Canceled
31285,2,0,2,2,Meal Plan 1,0,Room_Type 4,31,9,9,Online,0,0,0,149.4,2,Not_Canceled
31286,2,0,0,2,Meal Plan 1,0,Room_Type 1,182,9,30,Online,0,0,0,117.9,2,Canceled
31287,2,0,0,2,Meal Plan 2,0,Room_Type 1,320,8,18,Offline,0,0,0,115.0,1,Canceled
31288,1,0,1,2,Meal Plan 1,0,Room_Type 1,34,1,22,Online,0,0,0,99.3,1,Not_Canceled
31289,2,0,0,2,Meal Plan 2,0,Room_Type 1,0,8,14,Offline,0,0,0,109.0,0,Not_Canceled
31290,2,0,0,3,Meal Plan 1,0,Room_Type 1,50,1,14,Offline,0,0,0,52.0,1,Not_Canceled
31291,2,0,0,3,Meal Plan 1,0,Room_Type 1,6,4,21,Online,0,0,0,88.51,1,Not_Canceled
31292,2,0,0,2,Meal Plan 2,0,Room_Type 1,39,8,14,Offline,0,0,0,101.5,0,Not_Canceled
31293,2,0,2,1,Meal Plan 1,0,Room_Type 4,80,5,1,Online,0,0,0,140.4,1,Not_Canceled
31294,1,0,0,1,Meal Plan 1,0,Room_Type 1,13,11,29,Corporate,0,0,0,65.0,0,Not_Canceled
31295,2,0,1,2,Meal Plan 2,0,Room_Type 1,418,9,26,Offline,0,0,0,107.0,0,Canceled
31296,2,0,0,3,Meal Plan 1,0,Room_Type 1,4,9,13,Offline,0,0,0,95.0,0,Not_Canceled
31297,1,0,0,2,Meal Plan 1,0,Room_Type 1,188,6,15,Offline,0,0,0,130.0,0,Canceled
31298,1,0,0,1,Meal Plan 1,0,Room_Type 1,4,2,19,Offline,0,0,0,72.1,0,Not_Canceled
31299,1,0,0,1,Meal Plan 1,0,Room_Type 1,0,12,31,Complementary,0,0,0,0.0,0,Not_Canceled
31300,2,0,2,0,Meal Plan 1,0,Room_Type 1,95,11,20,Online,0,0,0,90.0,2,Canceled
31301,2,0,1,2,Not Selected,0,Room_Type 1,179,8,26,Online,0,0,0,85.5,0,Canceled
31302,2,0,0,3,Meal Plan 1,0,Room_Type 1,304,11,3,Offline,0,0,0,89.0,0,Canceled
31303,2,2,0,3,Meal Plan 1,0,Room_Type 7,1,6,29,Online,0,0,0,209.1,2,Not_Canceled
31304,2,0,1,2,Not Selected,0,Room_Type 1,55,9,2,Online,0,0,0,108.0,1,Canceled
31305,2,0,0,1,Meal Plan 1,0,Room_Type 1,37,6,9,Online,0,0,0,108.9,1,Not_Canceled
31306,2,0,1,2,Meal Plan 1,0,Room_Type 1,86,5,20,Offline,0,0,0,65.0,1,Not_Canceled
31307,2,1,0,3,Meal Plan 1,0,Room_Type 1,14,3,17,Online,0,0,0,127.0,2,Not_Canceled
31308,1,0,0,2,Meal Plan 1,0,Room_Type 1,14,12,11,Online,0,0,0,81.0,1,Not_Canceled
31309,3,0,2,3,Meal Plan 1,0,Room_Type 4,24,4,17,Online,0,0,0,145.4,2,Not_Canceled
31310,1,0,2,4,Meal Plan 1,0,Room_Type 1,245,7,6,Offline,0,0,0,110.0,0,Canceled
31311,2,0,0,2,Not Selected,0,Room_Type 1,6,1,12,Online,0,0,0,69.5,2,Not_Canceled
31312,3,0,1,4,Meal Plan 1,0,Room_Type 4,2,2,8,Online,0,0,0,133.6,1,Not_Canceled
31313,1,0,0,3,Meal Plan 1,0,Room_Type 4,28,6,14,Online,0,0,0,108.42,1,Not_Canceled
31314,2,0,2,3,Meal Plan 1,0,Room_Type 4,51,9,18,Online,0,0,0,149.4,1,Not_Canceled
31315,3,0,0,3,Meal Plan 1,0,Room_Type 4,198,9,22,Online,0,0,0,159.3,3,Not_Canceled
31316,2,0,0,3,Meal Plan 1,0,Room_Type 4,138,6,29,Online,0,0,0,109.8,1,Canceled
31317,1,0,1,1,Meal Plan 1,0,Room_Type 1,0,1,18,Offline,0,0,0,64.5,0,Not_Canceled
31318,1,0,0,2,Meal Plan 1,0,Room_Type 1,32,11,20,Online,0,0,0,0.0,0,Not_Canceled
31319,2,0,0,4,Meal Plan 1,0,Room_Type 4,83,10,19,Online,0,0,0,132.3,2,Not_Canceled
31320,2,0,1,2,Meal Plan 1,0,Room_Type 1,55,2,26,Online,0,0,0,83.3,1,Not_Canceled
31321,1,0,0,3,Meal Plan 1,0,Room_Type 1,8,5,17,Corporate,0,0,0,130.0,0,Not_Canceled
31322,2,0,0,1,Meal Plan 2,0,Room_Type 1,21,3,4,Online,0,0,0,129.0,0,Canceled
31323,2,0,1,4,Meal Plan 1,0,Room_Type 4,31,4,18,Online,0,0,0,114.84,2,Not_Canceled
31324,2,0,1,2,Meal Plan 1,0,Room_Type 1,50,11,18,Online,0,0,0,93.6,2,Not_Canceled
31325,2,0,1,2,Meal Plan 1,0,Room_Type 1,96,9,26,Online,0,0,0,135.9,0,Canceled
31326,2,0,2,1,Meal Plan 1,0,Room_Type 1,179,10,1,Online,0,0,0,108.9,1,Canceled
31327,1,0,0,1,Meal Plan 1,0,Room_Type 1,55,11,10,Online,0,0,0,73.8,2,Not_Canceled
31328,2,0,1,2,Meal Plan 1,0,Room_Type 1,2,8,17,Online,0,0,0,127.33,1,Not_Canceled
31329,2,0,0,2,Not Selected,0,Room_Type 1,1,12,29,Online,0,0,0,72.67,0,Not_Canceled
31330,1,0,0,3,Not Selected,0,Room_Type 1,25,5,10,Online,0,0,0,129.0,0,Not_Canceled
31331,2,0,1,2,Meal Plan 1,0,Room_Type 1,41,10,19,Online,0,0,0,103.5,2,Not_Canceled
31332,1,0,2,4,Meal Plan 1,0,Room_Type 1,245,7,6,Offline,0,0,0,110.0,0,Canceled
31333,1,0,2,3,Meal Plan 1,0,Room_Type 1,85,3,17,Online,0,0,0,73.95,0,Not_Canceled
31334,3,1,2,1,Meal Plan 1,0,Room_Type 7,24,5,21,Online,0,0,0,285.17,0,Canceled
31335,2,0,0,2,Meal Plan 1,0,Room_Type 1,19,6,22,Corporate,0,0,0,100.0,0,Not_Canceled
31336,1,0,0,3,Meal Plan 1,0,Room_Type 1,143,8,25,Offline,0,0,0,90.0,0,Not_Canceled
31337,1,0,0,1,Not Selected,0,Room_Type 1,0,2,24,Online,0,0,0,94.0,0,Not_Canceled
31338,2,0,2,0,Not Selected,0,Room_Type 1,2,6,26,Online,0,0,0,122.0,1,Not_Canceled
31339,2,0,0,1,Meal Plan 1,1,Room_Type 1,0,6,10,Online,0,0,0,130.0,0,Not_Canceled
31340,2,0,1,3,Meal Plan 1,0,Room_Type 2,93,4,4,Online,0,0,0,73.74,0,Not_Canceled
31341,1,2,1,1,Meal Plan 1,1,Room_Type 5,3,7,30,Complementary,0,0,0,0.0,1,Not_Canceled
31342,2,0,0,2,Not Selected,0,Room_Type 1,38,3,23,Online,0,0,0,90.2,0,Not_Canceled
31343,2,0,2,1,Meal Plan 2,0,Room_Type 1,103,7,18,Offline,0,0,0,94.5,0,Canceled
31344,2,0,2,3,Meal Plan 1,0,Room_Type 1,276,5,13,Offline,0,0,0,61.0,0,Canceled
31345,2,0,0,1,Meal Plan 1,0,Room_Type 1,7,8,31,Online,0,0,0,107.03,2,Not_Canceled
31346,2,0,0,1,Not Selected,0,Room_Type 1,18,4,8,Online,0,0,0,89.0,1,Not_Canceled
31347,3,0,1,2,Meal Plan 1,0,Room_Type 4,78,4,11,Online,0,0,0,128.7,2,Not_Canceled
31348,1,0,0,2,Meal Plan 1,0,Room_Type 1,1,10,2,Offline,0,0,0,100.0,0,Not_Canceled
31349,3,0,0,4,Meal Plan 1,0,Room_Type 4,107,8,24,Online,0,0,0,152.1,0,Canceled
31350,1,0,2,1,Meal Plan 1,0,Room_Type 1,116,2,28,Offline,0,0,0,61.0,0,Canceled
31351,1,0,0,3,Not Selected,0,Room_Type 1,15,11,8,Online,0,0,0,130.9,1,Not_Canceled
31352,2,0,1,0,Not Selected,0,Room_Type 1,0,10,30,Online,0,0,0,140.0,0,Not_Canceled
31353,2,0,0,2,Meal Plan 1,0,Room_Type 4,43,4,21,Offline,0,0,0,96.3,0,Not_Canceled
31354,1,0,1,3,Meal Plan 1,0,Room_Type 1,60,11,21,Online,0,0,0,74.8,0,Canceled
31355,2,1,1,3,Meal Plan 1,0,Room_Type 1,38,4,25,Online,0,0,0,121.95,1,Not_Canceled
31356,2,0,0,1,Meal Plan 1,0,Room_Type 1,0,1,7,Complementary,1,2,9,0.0,1,Not_Canceled
31357,2,0,2,3,Meal Plan 1,0,Room_Type 1,130,4,16,Online,0,0,0,82.59,2,Not_Canceled
31358,2,0,1,2,Meal Plan 1,0,Room_Type 1,338,10,7,Offline,0,0,0,90.67,1,Not_Canceled
31359,3,0,4,11,Meal Plan 1,0,Room_Type 4,90,8,16,Online,0,0,0,150.3,0,Canceled
31360,2,0,2,2,Meal Plan 1,0,Room_Type 1,11,10,23,Offline,0,0,0,88.5,0,Not_Canceled
31361,2,0,0,1,Meal Plan 1,0,Room_Type 1,1,8,25,Online,0,0,0,106.0,2,Not_Canceled
31362,2,1,2,5,Meal Plan 1,0,Room_Type 1,172,7,15,Online,0,0,0,112.32,0,Canceled
31363,2,0,1,2,Meal Plan 1,0,Room_Type 1,56,9,25,Offline,0,0,0,185.0,0,Not_Canceled
31364,1,0,1,2,Not Selected,0,Room_Type 1,3,12,19,Online,0,0,0,79.5,0,Not_Canceled
